Date,2022-04-11__JSWSTEEL__TATASTEEL,2022-07-12__JSWSTEEL__TATASTEEL,2022-10-13__HCLTECH__WIPRO,2023-04-19__HINDALCO__TATASTEEL,portfolio_return,portfolio_equity
2022-06-29,0.007658929900290004,0.0,0.0,0.0,0.001914732475072501,0.983555649817995
2022-06-30,0.005028288193743463,0.0,0.0,0.0,0.0012570720484358657,0.9847920501334625
2022-07-01,-0.025548111659103284,0.0,0.0,0.0,-0.006387027914775821,0.9785021558190107
2022-07-04,0.018392079146217495,0.0,0.0,0.0,0.004598019786554374,0.9830013280926525
2022-07-05,-0.0023071152072492505,0.0,0.0,0.0,-0.0005767788018123126,0.9824343537644553
2022-07-06,-0.0033559670665994717,0.0,0.0,0.0,-0.0008389917666498679,0.9816100994303729
2022-07-07,-0.037397162941197444,0.0,0.0,0.0,-0.009349290735299361,0.9724327412220922
2022-07-08,0.014427139169203573,0.0,0.0,0.0,0.0036067847923008933,0.9759400968446675
2022-07-11,-0.014679808722504031,0.0,0.0,0.0,-0.003669952180626008,0.9723584433580921
2022-07-12,0.0018027628326016637,0.0,0.0,0.0,0.0004506907081504159,0.9727966762735053
2022-07-13,-0.02383082078895112,0.0,0.0,0.0,-0.00595770519723778,0.9670010404594149
2022-07-14,0.00874400223297105,0.0,0.0,0.0,0.0021860005582427624,0.9691149052736806
2022-07-15,0.00318538337125626,0.0,0.0,0.0,0.000796345842814065,0.9698866558997044
2022-07-18,-0.009319282423861357,0.0,0.0,0.0,-0.0023298206059653393,0.9676269939833384
2022-07-19,-0.0,0.0,0.0,0.0,0.0,0.9676269939833384
2022-07-20,-0.0,0.0,0.0,0.0,0.0,0.9676269939833384
2022-07-21,-0.0,0.0,0.0,0.0,0.0,0.9676269939833384
2022-07-22,-0.001,0.0,0.0,0.0,-0.00025,0.9673850872348426
2022-07-25,-0.07446670065083419,0.0,0.0,0.0,-0.018616675162708547,0.949375593308543
2022-07-26,0.06632572771217574,0.0,0.0,0.0,0.016581431928043934,0.965117600083135
2022-07-27,-0.044694444745620676,0.0,0.0,0.0,-0.011173611186405169,0.9543337512706496
2022-07-28,-0.20996609688132423,0.0,0.0,0.0,-0.05249152422033106,0.9042393180515468
2022-07-29,-0.3032917916589951,0.0,0.0,0.0,-0.07582294791474878,0.8356772273364564
2022-08-01,-0.01029929391181307,0.0,0.0,0.0,-0.0025748234779532676,0.8335255059915196
2022-08-02,0.0648733593052992,0.0,0.0,0.0,0.0162183398263248,0.8470439059015994
2022-08-03,0.004277921956554487,0.0,0.0,0.0,0.0010694804891386218,0.847949802832405
2022-08-04,-0.009719002382996018,0.0,0.0,0.0,-0.0024297505957490044,0.8458894962938076
2022-08-05,0.019395316667879664,0.0,0.0,0.0,0.004848829166969916,0.8499910699554706
2022-08-08,0.009778365497129425,0.0,0.0,0.0,0.0024445913742823563,0.8520689507933007
2022-08-10,-0.08933178832934272,0.0,0.0,0.0,-0.02233294708233568,0.8330397400047326
2022-08-11,0.009725923230355104,0.0,0.0,0.0,0.002431480807588776,0.8350652601445128
2022-08-12,-0.15128333982737205,0.0,0.0,0.0,-0.03782083495684301,0.803482394762394
2022-08-16,-0.021372463732751094,0.0,0.0,0.0,-0.005343115933187773,0.7991892951769032
2022-08-17,0.01926424424310451,0.0,0.0,0.0,0.004816061060776127,0.8030382396215938
2022-08-18,-0.0009117115366306327,0.0,0.0,0.0,-0.00022792788415765817,0.8028552048147392
2022-08-19,0.09051123365178718,0.0,0.0,0.0,0.022627808412946794,0.8210220585726242
2022-08-22,0.0,0.0,0.0,0.0,0.0,0.8210220585726242
2022-08-23,-0.0,0.0,0.0,0.0,0.0,0.8210220585726242
2022-08-24,0.0,0.0,0.0,0.0,0.0,0.8210220585726242
2022-08-25,0.0,0.0,0.0,0.0,0.0,0.8210220585726242
2022-08-26,-0.0,-0.0,0.0,0.0,0.0,0.8210220585726242
2022-08-29,0.0,0.0,0.0,0.0,0.0,0.8210220585726242
2022-08-30,-0.0,-0.0,0.0,0.0,0.0,0.8210220585726242
2022-09-01,0.0,0.0,0.0,0.0,0.0,0.8210220585726242
2022-09-02,0.0,0.0,0.0,0.0,0.0,0.8210220585726242
2022-09-05,-0.0,-0.0,0.0,0.0,0.0,0.8210220585726242
2022-09-06,-0.001,-0.0,0.0,0.0,-0.00025,0.8208168030579811
2022-09-07,0.047925699063402036,0.0,0.0,0.0,0.011981424765850509,0.8306513578303663
2022-09-08,0.07745857434288751,0.0,0.0,0.0,0.019364643585721878,0.8467366253187473
2022-09-09,0.008346430614553405,0.0,0.0,0.0,0.002086607653638351,0.8485034324417533
2022-09-12,-0.06701630967648012,-0.0,0.0,0.0,-0.01675407741912003,0.834287540244235
2022-09-13,0.004968369104416338,0.0,0.0,0.0,0.0012420922761040845,0.8353238023540223
2022-09-14,-0.001,-0.0,0.0,0.0,-0.00025,0.8351149714034338
2022-09-15,-0.03656420783683266,0.0,0.0,0.0,-0.009141051959208165,0.8274811420579224
2022-09-16,-0.014349529199938975,0.0,0.0,0.0,-0.0035873822999847437,0.8245126508553327
2022-09-19,-0.017909615432973734,0.0,0.0,0.0,-0.004477403858243433,0.8208209747312224
2022-09-20,0.008969493017667484,-0.0,0.0,0.0,0.002242373254416871,0.822661561731624
2022-09-21,-0.001281222161726719,0.0,0.0,0.0,-0.00032030554043167977,0.8223980586755011
2022-09-22,0.004802896021516375,-0.0,0.0,0.0,0.0012007240053790937,0.82338553176653
2022-09-23,0.01855615375228223,-0.0,0.0,0.0,0.004639038438070557,0.827205248897746
2022-09-26,-0.017515266558690595,0.0,0.0,0.0,-0.004378816639672649,0.8235830687894481
2022-09-27,-0.030894459738226528,0.0,0.0,0.0,-0.007723614934556632,0.8172220302994979
2022-09-28,0.0,0.0,0.0,0.0,0.0,0.8172220302994979
2022-09-29,-0.0,-0.0,0.0,0.0,0.0,0.8172220302994979
2022-09-30,-0.0,-0.0,0.0,0.0,0.0,0.8172220302994979
2022-10-03,0.0,0.0,0.0,0.0,0.0,0.8172220302994979
2022-10-04,-0.0,-0.0,0.0,0.0,0.0,0.8172220302994979
2022-10-06,-0.0,-0.0,0.0,0.0,0.0,0.8172220302994979
2022-10-07,0.0,0.0,0.0,0.0,0.0,0.8172220302994979
2022-10-10,0.0,0.0,0.0,0.0,0.0,0.8172220302994979
2022-10-11,0.0,0.0,0.0,0.0,0.0,0.8172220302994979
2022-10-12,0.0,0.0,0.0,0.0,0.0,0.8172220302994979
2022-10-13,0.0,0.0,0.0,0.0,0.0,0.8172220302994979
2022-10-14,0.0,-0.0,0.0,0.0,0.0,0.8172220302994979
2022-10-17,0.0,0.0,0.0,0.0,0.0,0.8172220302994979
2022-10-18,0.0,-0.0,0.0,0.0,0.0,0.8172220302994979
2022-10-19,0.0,0.0,0.0,0.0,0.0,0.8172220302994979
2022-10-20,0.0,-0.0,0.0,0.0,0.0,0.8172220302994979
2022-10-21,0.0,0.0,0.0,0.0,0.0,0.8172220302994979
2022-10-24,0.0,-0.0,0.0,0.0,0.0,0.8172220302994979
2022-10-25,0.0,0.0,0.0,0.0,0.0,0.8172220302994979
2022-10-27,0.0,-0.0,0.0,0.0,0.0,0.8172220302994979
2022-10-28,0.0,0.0,0.0,0.0,0.0,0.8172220302994979
2022-10-31,0.0,0.0,0.0,0.0,0.0,0.8172220302994979
2022-11-01,0.0,0.0,0.0,0.0,0.0,0.8172220302994979
2022-11-02,0.0,-0.0,0.0,0.0,0.0,0.8172220302994979
2022-11-03,0.0,-0.0,0.0,0.0,0.0,0.8172220302994979
2022-11-04,0.0,-0.0,0.0,0.0,0.0,0.8172220302994979
2022-11-07,0.0,-0.0,0.0,0.0,0.0,0.8172220302994979
2022-11-09,0.0,0.0,0.0,0.0,0.0,0.8172220302994979
2022-11-10,0.0,0.0,0.0,0.0,0.0,0.8172220302994979
2022-11-11,0.0,-0.001,0.0,0.0,-0.00025,0.817017724791923
2022-11-14,0.0,-0.11687177069917906,0.0,0.0,-0.029217942674794765,0.7931461477446614
2022-11-15,0.0,0.01935213349226375,0.0,0.0,0.004838033373065938,0.7969834152771688
2022-11-16,0.0,0.18390708772026665,0.0,0.0,0.04597677193006666,0.8336261399934126
2022-11-17,0.0,0.07383722158842508,0.0,0.0,0.01845930539710627,0.8490142994985619
2022-11-18,0.0,0.03648612029026427,0.0,0.0,0.009121530072566067,0.8567586089634766
2022-11-21,0.0,0.11712769212506147,0.0,0.0,0.029281923031265367,0.881846148607519
2022-11-22,0.0,-0.08705549730885287,0.0,0.0,-0.021763874327213217,0.8626537598532878
2022-11-23,0.0,-0.010210386303642412,0.0,0.0,-0.002552596575910603,0.86045175281969
2022-11-24,0.0,0.0018985833880421198,0.0,0.0,0.00047464584701052996,0.8608601626707189
2022-11-25,0.0,-0.07949211368055159,-0.0,0.0,-0.019873028420137898,0.8437522641921991
2022-11-28,0.0,0.13527804682906816,-0.0,0.0,0.03381951170726704,0.8722875537690802
2022-11-29,0.0,-0.11855284103430846,0.0,0.0,-0.029638210258577116,0.8464345118445322
2022-11-30,0.0,-0.16848905969343042,-0.0,0.0,-0.042122264923357605,0.810780773096344
2022-12-01,0.0,-0.33329522300462305,-0.0,0.0,-0.08332380575115576,0.7432234334520924
2022-12-02,0.0,-0.12140879985308232,0.0,0.0,-0.03035219996327058,0.720664967182566
2022-12-05,0.0,-0.27280017666616113,-0.0,0.0,-0.06820004416654028,0.6715155845914368
2022-12-06,0.0,0.17572965815984296,0.0,0.0,0.04393241453996074,0.7010168856237519
2022-12-07,0.0,0.09284119061147353,0.0,0.0,0.023210297652868382,0.7172876961987659
2022-12-08,0.0,-0.02836114672443439,0.0,0.0,-0.007090286681108598,0.7122019207998848
2022-12-09,0.0,-0.001,0.0,0.0,-0.00025,0.7120238703196848
2022-12-12,0.0,0.06507713712621786,-0.0,0.0,0.016269284281554466,0.7236079890811684
2022-12-13,0.0,-0.029665445545869595,-0.0,0.0,-0.007416361386467399,0.7182414507320075
2022-12-14,0.0,0.07612281752119765,-0.0,0.0,0.019030704380299412,0.7319100914545656
2022-12-15,0.0,-0.08521015434260991,0.0,0.0,-0.021302538585652477,0.7163185484901263
2022-12-16,0.0,0.0046960087283309535,0.0,0.0,0.0011740021820827384,0.7171595080291201
2022-12-19,0.0,0.027848096239185237,0.0,0.0,0.006962024059796309,0.7221523897787305
2022-12-20,0.0,-0.03535845525741906,-0.0,0.0,-0.008839613814354766,0.7157688415379732
2022-12-21,0.0,-0.06906492931937096,0.0,0.0,-0.01726623232984274,0.7034102104255161
2022-12-22,0.0,-0.07203002221400345,0.0,0.0,-0.018007505553500863,0.6907435471548894
2022-12-23,0.0,-0.2040355844402611,0.0,0.0,-0.051008896110065274,0.6555094813193676
2022-12-26,0.0,0.10550485315789776,-0.0,0.0,0.02637621328947444,0.67279933921192
2022-12-27,0.0,0.2073482929876414,-0.0,0.0,0.05183707324691035,0.7076752878391213
2022-12-28,0.0,-0.03969726790918773,-0.0,0.0,-0.009924316977296933,0.700652093965606
2022-12-29,0.0,0.05776998503450871,-0.0,0.0,0.014442496258627178,0.7107712592113036
2022-12-30,0.0,0.035843972640678345,-0.0,0.0,0.008960993160169586,0.7171404756035411
2023-01-02,0.0,0.21016911012164194,-0.001,0.0,0.052292277530410484,0.754641384382092
2023-01-03,0.0,-0.013302296153486041,-0.06948365662590793,0.0,-0.02069648819484849,0.739022957878884
2023-01-04,0.0,-0.026377392624971893,0.13251775771985902,0.0,0.02653509127372178,0.7586329995195761
2023-01-05,0.0,-0.0016330065597233148,0.05928012355266022,0.0,0.014411779248234226,0.769566250839078
2023-01-06,0.0,-0.0,0.07620239662390339,0.0,0.019050599155975848,0.7842269490077806
2023-01-09,0.0,-0.001,-0.13800463701734555,0.0,-0.03475115925433639,0.7569741534112688
2023-01-10,0.0,0.0123898467789768,-0.0249084291389321,0.0,-0.0031296455899888255,0.7546050925903097
2023-01-11,0.0,-0.012077300708953853,-0.0,0.0,-0.0030193251772384633,0.7523266944353795
2023-01-12,0.0,0.0,0.0,0.0,0.0,0.7523266944353795
2023-01-13,0.0,0.0,0.0,0.0,0.0,0.7523266944353795
2023-01-16,0.0,0.0,-0.001,0.0,-0.00025,0.7521386127617706
2023-01-17,0.0,0.0,-0.04366529135152458,0.0,-0.010916322837881146,0.743928024846027
2023-01-18,0.0,0.0,0.0856391956038087,0.0,0.021409798900952175,0.759855374254763
2023-01-19,0.0,0.0,-0.0028838150697288074,0.0,-0.0007209537674322019,0.7593075536599905
2023-01-20,0.0,0.0,-0.0016339609491776,0.0,-0.0004084902372944,0.7589973839372165
2023-01-23,0.0,0.0,-0.0,0.0,0.0,0.7589973839372165
2023-01-24,0.0,0.0,0.0,0.0,0.0,0.7589973839372165
2023-01-25,0.0,0.0,-0.001,0.0,-0.00025,0.7588076345912322
2023-01-27,0.0,0.0,0.06991669274219799,0.0,0.017479173185549497,0.7720709646507695
2023-01-30,0.0,0.0,-0.07773687332041372,0.0,-0.01943421833010343,0.757066368957413
2023-01-31,0.0,0.0,0.06596304745484091,0.0,0.016490761863710228,0.7695509701629134
2023-02-01,0.0,0.0,-0.07317085699864087,0.0,-0.018292714249660218,0.7554737941651745
2023-02-02,0.0,0.0,-0.1458491465665802,0.0,-0.03646228664164505,0.7279274921320726
2023-02-03,0.0,0.0,0.03193627299080133,0.0,0.007984068247700333,0.7337393149086325
2023-02-06,0.0,0.0,0.08010560611841357,0.0,0.02002640152960339,0.748433473047049
2023-02-07,0.0,0.0,0.09560010407844831,0.0,0.023900026019612077,0.766321052526822
2023-02-08,0.0,0.0,-0.15561627416322146,0.0,-0.038904068540805366,0.7365080457750564
2023-02-09,0.0,0.0,-0.04013281843262435,0.0,-0.010033204608156087,0.729118509856242
2023-02-10,0.0,0.0,0.03778272406350776,0.0,0.00944568101587694,0.7360055307231157
2023-02-13,0.0,0.0,0.12976671782500543,0.0,0.03244167945625136,0.7598827862288632
2023-02-14,0.0,0.0,-0.10093228016122538,0.0,-0.025233070040306345,0.7407086106615272
2023-02-15,0.0,0.0,-0.049159165853782286,0.0,-0.012289791463445571,0.7316054563013185
2023-02-16,0.0,0.0,-0.0,0.0,0.0,0.7316054563013185
2023-02-17,0.0,0.0,0.0,0.0,0.0,0.7316054563013185
2023-02-20,0.0,0.0,-0.0,0.0,0.0,0.7316054563013185
2023-02-21,0.0,0.0,0.0,0.0,0.0,0.7316054563013185
2023-02-22,0.0,0.0,0.0,0.0,0.0,0.7316054563013185
2023-02-23,0.0,0.0,-0.001,0.0,-0.00025,0.7314225549372432
2023-02-24,0.0,0.0,-0.010434701476322812,0.0,-0.002608675369080703,0.7295145109337883
2023-02-27,0.0,0.0,-0.031014367657385807,0.0,-0.007753591914346452,0.7238581531204137
2023-02-28,0.0,0.0,-0.038146562041157205,0.0,-0.009536640510289301,0.7169549781336623
2023-03-01,0.0,0.0,0.028203444838425275,0.0,0.007050861209606319,0.722010128178019
2023-03-02,0.0,0.0,-0.03783353605305441,0.0,-0.009458384013263602,0.7151810791242457
2023-03-03,0.0,0.0,0.013797984183146303,0.0,0.0034494960457865757,0.7176480934287061
2023-03-06,0.0,0.0,0.026459384289443798,0.0,0.0066148460723609494,0.7223952251008603
2023-03-08,0.0,0.0,-0.005832346847524697,0.0,-0.0014580867118811742,0.7213419102224143
2023-03-09,0.0,0.0,-0.01917618799006626,0.0,-0.004794046997516565,0.7178837632035298
2023-03-10,0.0,0.0,-0.008299994257058052,0.0,-0.002074998564264513,0.7163941554255736
2023-03-13,0.0,0.0,-0.015074816524030317,0.0,-0.0037687041310075792,0.7136942778125915
2023-03-14,0.0,0.0,-0.0375861741267763,0.0,-0.009396543531694074,0.7069880184628046
2023-03-15,0.0,0.0,-0.02750070092783522,0.0,-0.006875175231958805,0.7021273519489775
2023-03-16,0.0,0.0,-0.018139063890158007,0.0,-0.004534765972539502,0.69894336872497
2023-03-17,0.0,0.0,-0.006275020915782303,0.0,-0.0015687552289455758,0.6978468976605459
2023-03-20,0.0,0.0,-0.04418555675862642,0.0,-0.011046389189656605,0.690138209234193
2023-03-21,0.0,0.0,0.001865217524769795,0.0,0.00046630438119244877,0.6904600237047873
2023-03-22,0.0,0.0,0.00226028401753664,0.0,0.00056507100438416,0.6908501826438692
2023-03-23,0.0,0.0,-0.014333807861393124,0.0,-0.003583451965348281,0.6883745541991129
2023-03-24,0.0,0.0,-0.0,0.0,0.0,0.6883745541991129
2023-03-27,0.0,0.0,0.0,0.0,0.0,0.6883745541991129
2023-03-28,0.0,0.0,0.0,0.0,0.0,0.6883745541991129
2023-03-29,0.0,0.0,0.0,0.0,0.0,0.6883745541991129
2023-03-31,0.0,0.0,-0.0,0.0,0.0,0.6883745541991129
2023-04-03,0.0,0.0,-0.0,0.0,0.0,0.6883745541991129
2023-04-05,0.0,0.0,0.0,0.0,0.0,0.6883745541991129
2023-04-06,0.0,0.0,0.0,0.0,0.0,0.6883745541991129
2023-04-10,0.0,0.0,-0.0,0.0,0.0,0.6883745541991129
2023-04-11,0.0,0.0,0.0,0.0,0.0,0.6883745541991129
2023-04-12,0.0,0.0,-0.0,0.0,0.0,0.6883745541991129
2023-04-13,0.0,0.0,0.0,0.0,0.0,0.6883745541991129
2023-04-17,0.0,0.0,0.0,0.0,0.0,0.6883745541991129
2023-04-18,0.0,0.0,-0.001,0.0,-0.00025,0.6882024605605631
2023-04-19,0.0,0.0,0.0,0.0,0.0,0.6882024605605631
2023-04-20,0.0,0.0,0.0,0.0,0.0,0.6882024605605631
2023-04-21,0.0,0.0,0.0,0.0,0.0,0.6882024605605631
2023-04-24,0.0,0.0,0.0,0.0,0.0,0.6882024605605631
2023-04-25,0.0,0.0,0.0,0.0,0.0,0.6882024605605631
2023-04-26,0.0,0.0,0.0,0.0,0.0,0.6882024605605631
2023-04-27,0.0,0.0,0.0,0.0,0.0,0.6882024605605631
2023-04-28,0.0,0.0,0.0,0.0,0.0,0.6882024605605631
2023-05-02,0.0,0.0,0.0,0.0,0.0,0.6882024605605631
2023-05-03,0.0,0.0,0.0,0.0,0.0,0.6882024605605631
2023-05-04,0.0,0.0,0.0,0.0,0.0,0.6882024605605631
2023-05-05,0.0,0.0,0.0,0.0,0.0,0.6882024605605631
2023-05-08,0.0,0.0,0.0,0.0,0.0,0.6882024605605631
2023-05-09,0.0,0.0,0.0,0.0,0.0,0.6882024605605631
2023-05-10,0.0,0.0,0.0,0.0,0.0,0.6882024605605631
2023-05-11,0.0,0.0,0.0,0.0,0.0,0.6882024605605631
2023-05-12,0.0,0.0,0.0,0.0,0.0,0.6882024605605631
2023-05-15,0.0,0.0,0.0,0.0,0.0,0.6882024605605631
2023-05-16,0.0,0.0,0.0,0.0,0.0,0.6882024605605631
2023-05-17,0.0,0.0,0.0,0.0,0.0,0.6882024605605631
2023-05-18,0.0,0.0,0.0,0.0,0.0,0.6882024605605631
2023-05-19,0.0,0.0,0.0,0.0,0.0,0.6882024605605631
2023-05-22,0.0,0.0,0.0,0.0,0.0,0.6882024605605631
2023-05-23,0.0,0.0,0.0,0.0,0.0,0.6882024605605631
2023-05-24,0.0,0.0,0.0,0.0,0.0,0.6882024605605631
2023-05-25,0.0,0.0,0.0,0.0,0.0,0.6882024605605631
2023-05-26,0.0,0.0,0.0,0.0,0.0,0.6882024605605631
2023-05-29,0.0,0.0,0.0,0.0,0.0,0.6882024605605631
2023-05-30,0.0,0.0,0.0,0.0,0.0,0.6882024605605631
2023-05-31,0.0,0.0,0.0,0.0,0.0,0.6882024605605631
2023-06-01,0.0,0.0,0.0,-0.0,0.0,0.6882024605605631
2023-06-02,0.0,0.0,0.0,-0.0,0.0,0.6882024605605631
2023-06-05,0.0,0.0,0.0,-0.0,0.0,0.6882024605605631
2023-06-06,0.0,0.0,0.0,0.0,0.0,0.6882024605605631
2023-06-07,0.0,0.0,0.0,-0.0,0.0,0.6882024605605631
2023-06-08,0.0,0.0,0.0,0.0,0.0,0.6882024605605631
2023-06-09,0.0,0.0,0.0,0.0,0.0,0.6882024605605631
2023-06-12,0.0,0.0,0.0,-0.0,0.0,0.6882024605605631
2023-06-13,0.0,0.0,0.0,-0.0,0.0,0.6882024605605631
2023-06-14,0.0,0.0,0.0,-0.0,0.0,0.6882024605605631
2023-06-15,0.0,0.0,0.0,-0.0,0.0,0.6882024605605631
2023-06-16,0.0,0.0,0.0,-0.0,0.0,0.6882024605605631
2023-06-19,0.0,0.0,0.0,0.0,0.0,0.6882024605605631
2023-06-20,0.0,0.0,0.0,0.0,0.0,0.6882024605605631
2023-06-21,0.0,0.0,0.0,-0.0,0.0,0.6882024605605631
2023-06-22,0.0,0.0,0.0,-0.0,0.0,0.6882024605605631
2023-06-23,0.0,0.0,0.0,-0.0,0.0,0.6882024605605631
2023-06-26,0.0,0.0,0.0,0.0,0.0,0.6882024605605631
2023-06-27,0.0,0.0,0.0,-0.0,0.0,0.6882024605605631
2023-06-28,0.0,0.0,0.0,-0.0,0.0,0.6882024605605631
2023-06-30,0.0,0.0,0.0,-0.0,0.0,0.6882024605605631
2023-07-03,0.0,0.0,0.0,-0.0,0.0,0.6882024605605631
2023-07-04,0.0,0.0,0.0,0.0,0.0,0.6882024605605631
2023-07-05,0.0,0.0,0.0,-0.0,0.0,0.6882024605605631
2023-07-06,0.0,0.0,0.0,0.0,0.0,0.6882024605605631
2023-07-07,0.0,0.0,0.0,0.0,0.0,0.6882024605605631
2023-07-10,0.0,0.0,0.0,-0.0,0.0,0.6882024605605631
2023-07-11,0.0,0.0,0.0,-0.0,0.0,0.6882024605605631
2023-07-12,0.0,0.0,0.0,0.0,0.0,0.6882024605605631
2023-07-13,0.0,0.0,0.0,0.0,0.0,0.6882024605605631
2023-07-14,0.0,0.0,0.0,-0.0,0.0,0.6882024605605631
2023-07-17,0.0,0.0,0.0,-0.0,0.0,0.6882024605605631
2023-07-18,0.0,0.0,0.0,0.0,0.0,0.6882024605605631
2023-07-19,0.0,0.0,0.0,-0.0,0.0,0.6882024605605631
2023-07-20,0.0,0.0,0.0,-0.001,-0.00025,0.688030409945423
2023-07-21,0.0,0.0,0.0,-0.008539532477477265,-0.0021348831193693163,0.6865615454376177
2023-07-24,0.0,0.0,0.0,0.02110609102090276,0.00527652275522569,0.6901842030549822
2023-07-25,0.0,0.0,0.0,-0.057166268144204654,-0.014291567036051164,0.6803203892497983
2023-07-26,0.0,0.0,0.0,-0.019712369588883602,-0.0049280923972209005,0.676967707511862
2023-07-27,0.0,0.0,0.0,0.009482094927628606,0.0023705237319071515,0.6785724755282536
2023-07-28,0.0,0.0,0.0,-0.022272075687050974,-0.0055680189217627435,0.674794171144725
2023-07-31,0.0,0.0,0.0,-0.04946342868425681,-0.012365857171064202,0.6664497628044826
2023-08-01,0.0,0.0,0.0,0.0017646575737959185,0.00044116439344897963,0.6667437767098545
2023-08-02,0.0,0.0,0.0,0.1113894591961394,0.02784736479903485,0.6853108338873801
2023-08-03,0.0,0.0,0.0,0.02230006066344354,0.005575015165860885,0.689131452179631
2023-08-04,0.0,0.0,0.0,-0.019246188732394764,-0.004811547183098691,0.6858156636821113
2023-08-07,0.0,0.0,0.0,0.022361327716532788,0.005590331929133197,0.6896496008842932
2023-08-08,0.0,0.0,0.0,0.0029554852574547284,0.0007388713143636821,0.690159163191349
2023-08-09,0.0,0.0,0.0,-0.0447788748044986,-0.01119471870112465,0.6824330255004182
2023-08-10,0.0,0.0,0.0,0.007547100153677878,0.0018867750384194695,0.6837206230983255
2023-08-11,0.0,0.0,0.0,-0.025243514897169927,-0.006310878724292482,0.6794057451646542
2023-08-14,0.0,0.0,0.0,0.06359687530403442,0.015899218826008605,0.6902077657786745
2023-08-16,0.0,0.0,0.0,0.07356009259582684,0.01839002314895671,0.702900702568934
2023-08-17,0.0,0.0,0.0,0.0005601897783408028,0.0001400474445852007,0.7029991420161259
2023-08-18,0.0,0.0,0.0,-0.0,0.0,0.7029991420161259
2023-08-21,0.0,0.0,0.0,-0.0,0.0,0.7029991420161259
2023-08-22,0.0,0.0,0.0,-0.0,0.0,0.7029991420161259
